"City","quadrat","species","count","TraitName","value"
"Edmonton",1,"Vicia cracca",5,"Stem diameter",0.001458
"Edmonton",1,"Viola adunca",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",27.8825559985469
"Edmonton",1,"Viola adunca",3,"Leaf thickness",0.197222222333333
"Edmonton",1,"Viola adunca",3,"Plant height vegetative",0.0473714285714286
"Edmonton",1,"Viola arvensis",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",24.32
"Edmonton",1,"Viola arvensis",2,"Plant biomass and allometry: Seed mass per plant",0.228434303043691
"Edmonton",1,"Viola arvensis",2,"Plant biomass and allometry: Seed number per plant",447.451872710623
"Edmonton",1,"Viola arvensis",2,"Plant height generative",0.155
"Edmonton",1,"Viola arvensis",2,"Plant height vegetative",0.2109375
"Edmonton",1,"Viola arvensis",2,"Seed number per inflorescence (total, fertile, infertile)",45.7
"Edmonton",1,"Viola canadensis",9,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",38.6516054680909
"Edmonton",1,"Viola canadensis",9,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",38.6516054682
"Edmonton",1,"Viola canadensis",9,"Plant height vegetative",0.0785
"Edmonton",1,"Viola palustris",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",37.0005882352941
"Edmonton",1,"Viola palustris",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",34.6179673703183
"Edmonton",1,"Viola palustris",3,"Plant biomass and allometry: Seed number per plant",100
"Edmonton",1,"Viola palustris",3,"Plant height generative",0.113928571428571
"Edmonton",1,"Viola palustris",3,"Plant height vegetative",0.0878571428571429
"Edmonton",1,"Viola selkirkii",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.01
"Edmonton",1,"Viola tricolor",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.33
"Edmonton",1,"Viola tricolor",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",37.3928333333333
"Edmonton",1,"Viola tricolor",1,"Plant biomass and allometry: Seed number per plant",1328.28
"Edmonton",1,"Viola tricolor",1,"Plant height generative",0.25
"Edmonton",1,"Viola tricolor",1,"Plant height vegetative",0.21875
"Edmonton",1,"Zea mays",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",31.771907335898
"Edmonton",1,"Zea mays",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",23.492
"Edmonton",1,"Zea mays",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.1577976932089
"Edmonton",1,"Zea mays",2,"Plant height generative",2
"Edmonton",1,"Zea mays",2,"Plant height vegetative",1.24202857142857
"Edmonton",1,"Zea mays",2,"Seed number per inflorescence (total, fertile, infertile)",485.681818181818
"Edmonton",2,"Erigeron glabellus",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.6007550566667
"Edmonton",2,"Erigeron glabellus",1,"Leaf thickness",0.330555555333333
"Edmonton",2,"Helianthus giganteus",1,"Plant height vegetative",3
"Edmonton",2,"Pyrola asarifolia",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",13.7115194869265
"Edmonton",2,"Sonchus arvensis",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.5444444444444
"Edmonton",2,"Sonchus arvensis",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.532753985
"Edmonton",2,"Sonchus arvensis",1,"Leaf thickness",0.17
"Edmonton",2,"Sonchus arvensis",1,"Plant biomass and allometry: Seed number per plant",15735.625
"Edmonton",2,"Sonchus arvensis",1,"Plant height generative",1.02
"Edmonton",2,"Sonchus arvensis",1,"Plant height vegetative",1.06071428571429
"Edmonton",2,"Sonchus arvensis",1,"Seed number per flower",370.5
"Edmonton",2,"Sonchus arvensis",1,"Seed number per inflorescence (total, fertile, infertile)",183
"Edmonton",2,"Sorbus sitchensis",1,"Plant height vegetative",7.4
"Edmonton",4,"Epilobium angustifolium",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.0840648346869
"Edmonton",4,"Epilobium angustifolium",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",16.7793545979517
"Edmonton",4,"Epilobium angustifolium",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.9688574628969
"Edmonton",4,"Epilobium angustifolium",1,"Leaf thickness",0.171666666666667
"Edmonton",4,"Epilobium angustifolium",1,"Plant biomass and allometry: Seed number per plant",35676.3
"Edmonton",4,"Epilobium angustifolium",1,"Plant height generative",1.14027777777778
"Edmonton",4,"Epilobium angustifolium",1,"Plant height vegetative",1.14677419354839
"Edmonton",4,"Epilobium angustifolium",1,"Seed number per inflorescence (total, fertile, infertile)",450
"Edmonton",4,"Salix arctica",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",11.49425287
"Edmonton",4,"Salix arctica",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.2503854327908
"Edmonton",4,"Salix arctica",1,"Plant height vegetative",0.05
"Edmonton",4,"Salix arctica",1,"Root/shoot ratio",1
"Halifax",1,"Digitaria sanguinalis",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",37.2857142857143
"Halifax",1,"Digitaria sanguinalis",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",35.038
"Halifax",1,"Digitaria sanguinalis",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",36.267857143
"Halifax",1,"Digitaria sanguinalis",3,"Leaf thickness",0.11
"Halifax",1,"Digitaria sanguinalis",3,"Plant biomass and allometry: Seed number per plant",450
"Halifax",1,"Digitaria sanguinalis",3,"Plant height generative",0.375
"Halifax",1,"Digitaria sanguinalis",3,"Plant height vegetative",0.34625
"Halifax",1,"Doellingeria umbellata",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",13.8819434722829
"Halifax",1,"Doellingeria umbellata",1,"Plant height vegetative",0.7594125
"Halifax",1,"Drosera intermedia",9,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",31.896
"Halifax",1,"Drosera intermedia",9,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",24.722
"Halifax",1,"Drosera intermedia",9,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",28.31
"Halifax",1,"Drosera intermedia",9,"Leaf petiole length",3.25
"Halifax",1,"Drosera intermedia",9,"Plant biomass and allometry: Seed number per plant",542.5
"Halifax",1,"Drosera intermedia",9,"Plant height generative",0.09
"Halifax",1,"Drosera intermedia",9,"Plant height vegetative",0.0406666666666667
"Halifax",1,"Drosera intermedia",9,"Seed number per flower",83
"Halifax",1,"Drosera intermedia",9,"Seed number per inflorescence (total, fertile, infertile)",98
"Halifax",1,"Drosera rotundifolia",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",41.5598855941568
"Halifax",1,"Drosera rotundifolia",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",36.932
"Halifax",1,"Drosera rotundifolia",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",44.0058220358198
"Halifax",1,"Drosera rotundifolia",4,"Leaf petiole length",2.25
"Halifax",1,"Drosera rotundifolia",4,"Leaf thickness",0.1875
"Halifax",1,"Drosera rotundifolia",4,"Plant biomass and allometry: Seed number per plant",506
"Halifax",1,"Drosera rotundifolia",4,"Plant height generative",0.135
"Halifax",1,"Drosera rotundifolia",4,"Plant height vegetative",0.07475
"Halifax",1,"Drosera rotundifolia",4,"Seed number per flower",84
"Halifax",1,"Drosera rotundifolia",4,"Seed number per inflorescence (total, fertile, infertile)",93.5
"Halifax",1,"Dryopteris intermedia",7,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",31.184772926
"Halifax",1,"Dryopteris marginalis",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.4457
"Halifax",1,"Dulichium arundinaceum",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",16.1629222563439
"Halifax",1,"Echinacea purpurea",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",7.22
"Halifax",1,"Echinacea purpurea",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.85
"Halifax",1,"Echinacea purpurea",2,"Plant height vegetative",0.9
"Halifax",1,"Echium vulgare",6,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.45
"Halifax",1,"Echium vulgare",6,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",15.242
"Halifax",1,"Echium vulgare",6,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.45
"Halifax",1,"Echium vulgare",6,"Leaf petiole length",0
"Halifax",1,"Echium vulgare",6,"Leaf thickness",0.454
"Halifax",1,"Echium vulgare",6,"Plant biomass and allometry: Seed number per plant",2133.33333333333
"Halifax",1,"Echium vulgare",6,"Plant height generative",0.509864864864865
"Halifax",1,"Echium vulgare",6,"Plant height vegetative",0.52805
"Halifax",1,"Echium vulgare",6,"Seed number per flower",4.375
"Halifax",1,"Echium vulgare",6,"Seed number per inflorescence (total, fertile, infertile)",4
"Halifax",1,"Echium vulgare",6,"Stem diameter",0.00421
"Halifax",1,"Eleocharis acicularis",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",76.892
"Halifax",1,"Eleocharis acicularis",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",77.33
"Halifax",1,"Eleocharis acicularis",1,"Plant height vegetative",0.0777777777777778
"Halifax",1,"Eleocharis obtusa",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",17.8157847853198
"Halifax",1,"Eleocharis obtusa",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.447663533
"Halifax",1,"Eleocharis obtusa",1,"Plant height vegetative",0.7
"Halifax",1,"Elymus virginicus",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.8524706783148
"Halifax",1,"Elymus virginicus",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",19.266526976029
"Halifax",1,"Elymus virginicus",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",52.424242503
"Halifax",1,"Elymus virginicus",2,"Leaf thickness",0.118
"Halifax",1,"Elymus virginicus",2,"Plant height generative",0.7775
"Halifax",1,"Elymus virginicus",2,"Plant height vegetative",0.658333333333333
"Halifax",1,"Elymus virginicus",2,"Root/shoot ratio",0.409682719160028
"Halifax",1,"Empetrum nigrum",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",9.29457309977158
"Halifax",1,"Empetrum nigrum",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",7.75370012541729
"Halifax",1,"Empetrum nigrum",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.23961665222608
"Halifax",1,"Empetrum nigrum",1,"Leaf thickness",0.1576
"Halifax",1,"Empetrum nigrum",1,"Plant biomass and allometry: Seed number per plant",149.35
"Halifax",1,"Empetrum nigrum",1,"Plant height generative",0.162875
"Halifax",1,"Empetrum nigrum",1,"Plant height vegetative",0.2675
"Halifax",1,"Empetrum nigrum",1,"Root/shoot ratio",3.325
"Halifax",1,"Empetrum nigrum",1,"Seed number per flower",7.25
"Halifax",1,"Empetrum nigrum",1,"Seed number per inflorescence (total, fertile, infertile)",7.96111111111111
"Halifax",1,"Epigaea repens",35,"Plant height vegetative",0.3
"Halifax",1,"Epilobium angustifolium",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.0840648346869
"Halifax",1,"Epilobium angustifolium",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",16.7793545979517
"Halifax",1,"Epilobium angustifolium",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.9688574628969
"Halifax",1,"Epilobium angustifolium",2,"Leaf thickness",0.171666666666667
"Halifax",1,"Epilobium angustifolium",2,"Plant biomass and allometry: Seed number per plant",35676.3
"Halifax",1,"Epilobium angustifolium",2,"Plant height generative",1.14027777777778
"Halifax",1,"Epilobium angustifolium",2,"Plant height vegetative",1.14677419354839
"Halifax",1,"Epilobium angustifolium",2,"Seed number per inflorescence (total, fertile, infertile)",450
"Halifax",1,"Epilobium ciliatum",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",41.3181818181818
"Halifax",1,"Epilobium ciliatum",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",47.98397034
"Halifax",1,"Epilobium ciliatum",4,"Leaf petiole length",0.225
"Halifax",1,"Epilobium ciliatum",4,"Plant biomass and allometry: Seed number per plant",2501.6
"Halifax",1,"Epilobium ciliatum",4,"Plant height vegetative",0.794117647058823
"Halifax",1,"Epilobium ciliatum",4,"Seed number per flower",550
"Halifax",1,"Epilobium hirsutum",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.2551613188839
"Halifax",1,"Epilobium hirsutum",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.7391112203571
"Halifax",1,"Epilobium hirsutum",1,"Leaf thickness",0.1845
"Halifax",1,"Epilobium hirsutum",1,"Plant biomass and allometry: Seed number per plant",24172.7272727273
"Halifax",1,"Epilobium hirsutum",1,"Plant height generative",1.15
"Halifax",1,"Epilobium hirsutum",1,"Plant height vegetative",1.3804347826087
"Halifax",1,"Epilobium hirsutum",1,"Seed number per flower",550
"Halifax",1,"Epilobium hirsutum",1,"Seed number per inflorescence (total, fertile, infertile)",191.375
"Halifax",1,"Equisetum arvense",15,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",16.0653431945357
"Halifax",1,"Equisetum arvense",15,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",11.2198402206562
"Halifax",1,"Equisetum arvense",15,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.7792327873344
"Halifax",1,"Equisetum arvense",15,"Leaf thickness",0.2901
"Halifax",1,"Equisetum arvense",15,"Plant height generative",0.325
"Halifax",1,"Equisetum arvense",15,"Plant height vegetative",0.427782608695652
"Halifax",1,"Equisetum fluviatile",6,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",6.42299670085356
"Halifax",1,"Equisetum fluviatile",6,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.35
"Halifax",1,"Equisetum fluviatile",6,"Plant height generative",1
"Halifax",1,"Equisetum fluviatile",6,"Plant height vegetative",0.935714285714286
"Halifax",1,"Equisetum hyemale",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",23.831298975
"Halifax",1,"Equisetum hyemale",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3.028
"Halifax",1,"Equisetum hyemale",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.82816492738776
"Halifax",1,"Equisetum hyemale",2,"Plant height generative",0.95
"Halifax",1,"Equisetum hyemale",2,"Plant height vegetative",0.764285714285714
"Halifax",1,"Erigeron annuus",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.0930528846153
"Halifax",1,"Erigeron annuus",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",29.9434175307926
"Halifax",1,"Erigeron annuus",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.1601408982857
"Halifax",1,"Erigeron annuus",1,"Leaf thickness",0.22
"Halifax",1,"Erigeron annuus",1,"Plant biomass and allometry: Seed number per plant",7143.33333333333
"Halifax",1,"Erigeron annuus",1,"Plant height generative",0.652625
"Halifax",1,"Erigeron annuus",1,"Plant height vegetative",0.739058823529412
"Halifax",1,"Erigeron annuus",1,"Stem diameter",0.00236692307692308
"Halifax",1,"Erigeron canadensis",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",23.839
"Halifax",1,"Erigeron canadensis",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",47.005
"Halifax",1,"Erigeron canadensis",3,"Leaf thickness",0.253
"Halifax",1,"Erigeron canadensis",3,"Plant height vegetative",0.45775
"Halifax",1,"Erigeron strigosus",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.2666666666667
"Halifax",1,"Erigeron strigosus",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",17.10477685
"Halifax",1,"Erigeron strigosus",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.3994112541963
"Halifax",1,"Erigeron strigosus",3,"Leaf thickness",0.246666666666667
"Halifax",1,"Erigeron strigosus",3,"Plant height generative",0.6584
"Halifax",1,"Erigeron strigosus",3,"Plant height vegetative",0.404
"Halifax",1,"Eriocaulon aquaticum",6,"Leaf petiole length",0
"Halifax",1,"Eriocaulon aquaticum",6,"Plant height vegetative",0.2
"Halifax",1,"Erodium cicutarium",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",25.8473672887384
"Halifax",1,"Erodium cicutarium",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",37.6587749770728
"Halifax",1,"Erodium cicutarium",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",32.0153409069055
"Halifax",1,"Erodium cicutarium",1,"Leaf thickness",0.2286
"Halifax",1,"Erodium cicutarium",1,"Plant biomass and allometry: Seed number per plant",400
"Halifax",1,"Erodium cicutarium",1,"Plant height vegetative",0.21495222352768
"Halifax",1,"Erodium cicutarium",1,"Root/shoot ratio",1.22028985507246
"Halifax",1,"Erucastrum gallicum",1,"Plant biomass and allometry: Seed number per plant",20237.5
"Halifax",1,"Erucastrum gallicum",1,"Plant height generative",0.45
"Halifax",1,"Erucastrum gallicum",1,"Plant height vegetative",0.35
"Halifax",1,"Euonymus alatus",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",26.0572104489798
"Halifax",1,"Euonymus alatus",3,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.8974940813283
"Halifax",1,"Euonymus alatus",3,"Leaf petiole length",0.125
"Halifax",1,"Euonymus alatus",3,"Plant height vegetative",2.38888888888889
"Halifax",1,"Euonymus fortunei",1,"Leaf petiole length",0.4
"Halifax",1,"Euonymus fortunei",1,"Plant height vegetative",5
"Halifax",1,"Euphorbia cyparissias",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.515
"Halifax",1,"Euphorbia cyparissias",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",19.5219222172234
"Halifax",1,"Euphorbia cyparissias",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.4205
"Halifax",1,"Euphorbia cyparissias",1,"Leaf petiole length",0
"Halifax",1,"Euphorbia cyparissias",1,"Plant height generative",0.570425925925926
"Halifax",1,"Euphorbia cyparissias",1,"Plant height vegetative",0.225975
"Halifax",1,"Euphorbia cyparissias",1,"Root/shoot ratio",0.85
"Halifax",1,"Euphorbia cyparissias",1,"Seed number per inflorescence (total, fertile, infertile)",28.8
"Halifax",1,"Euphorbia cyparissias",1,"Stem diameter",0.003388
"Halifax",1,"Euphorbia helioscopia",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",33.8333333333333
"Halifax",1,"Euphorbia helioscopia",1,"Plant biomass and allometry: Seed number per plant",512.2
"Halifax",1,"Euphorbia helioscopia",1,"Plant height generative",0.2
"Halifax",1,"Euphorbia helioscopia",1,"Plant height vegetative",0.236111111111111
"Halifax",1,"Euphorbia maculata",1,"Plant height vegetative",0.11875
"Halifax",1,"Euphrasia nemorosa",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",27.278
"Halifax",1,"Euphrasia nemorosa",2,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",27.83
"Halifax",1,"Euphrasia nemorosa",2,"Leaf petiole length",0.0333333333333333
"Halifax",1,"Euphrasia nemorosa",2,"Plant biomass and allometry: Seed number per plant",21.0833333333333
"Halifax",1,"Euphrasia nemorosa",2,"Plant height vegetative",0.36
"Halifax",1,"Euthamia graminifolia",6,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",15.104216225752
"Halifax",1,"Euthamia graminifolia",6,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.7525810025846
"Halifax",1,"Euthamia graminifolia",6,"Plant height vegetative",0.655230555555556
"Halifax",1,"Fagus grandifolia",41,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",41.5129420278283
"Halifax",1,"Fagus grandifolia",41,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",40.9339146119651
"Halifax",1,"Fagus grandifolia",41,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",39.9384251270137
"Halifax",1,"Fagus grandifolia",41,"Leaf petiole length",0.4623125
"Halifax",1,"Fagus grandifolia",41,"Leaf thickness",0.137352941176471
"Halifax",1,"Fagus grandifolia",41,"Plant height vegetative",2.04318398806564
"Halifax",1,"Fagus grandifolia",41,"Stem diameter",0.21172468861467
"Halifax",1,"Fagus sylvatica",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.2486875566496
"Halifax",1,"Fagus sylvatica",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",28.5942356027787
"Halifax",1,"Fagus sylvatica",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",30.7285385822134
"Halifax",1,"Fagus sylvatica",5,"Leaf petiole length",0.6625
"Halifax",1,"Fagus sylvatica",5,"Leaf thickness",0.133003287981927
"Halifax",1,"Fagus sylvatica",5,"Plant biomass and allometry: Seed number per plant",48600
"Halifax",1,"Fagus sylvatica",5,"Plant height generative",32.5
"Halifax",1,"Fagus sylvatica",5,"Plant height vegetative",9.847592760181
"Halifax",1,"Fagus sylvatica",5,"Root/shoot ratio",1.41751690699537
"Halifax",1,"Fagus sylvatica",5,"Seed number per flower",3.75
"Halifax",1,"Fagus sylvatica",5,"Seed number per inflorescence (total, fertile, infertile)",2
"Halifax",1,"Fagus sylvatica",5,"Stem diameter",0.255981669725711
"Halifax",1,"Fallopia convolvulus",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.8838039955107
"Halifax",1,"Fallopia convolvulus",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",46.84446025625
"Halifax",1,"Fallopia convolvulus",1,"Leaf petiole length",2.75
"Halifax",1,"Fallopia convolvulus",1,"Leaf thickness",0.241333333333333
"Halifax",1,"Fallopia convolvulus",1,"Plant biomass and allometry: Seed number per plant",20328.3636363636
"Halifax",1,"Fallopia convolvulus",1,"Plant height generative",0.825
"Halifax",1,"Fallopia convolvulus",1,"Plant height vegetative",0.7625
"Halifax",1,"Fallopia convolvulus",1,"Seed number per flower",1
"Halifax",1,"Fallopia convolvulus",1,"Seed number per inflorescence (total, fertile, infertile)",1
"Halifax",1,"Fargesia nitida",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",25.2812363952982
"Halifax",1,"Festuca rubra",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.27057375
"Halifax",1,"Festuca rubra",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",12.3321742282443
"Halifax",1,"Festuca rubra",1,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.1466075602991
"Halifax",1,"Festuca rubra",1,"Leaf thickness",0.174485156781538
"Halifax",1,"Festuca rubra",1,"Plant biomass and allometry: Seed number per plant",465
"Halifax",1,"Festuca rubra",1,"Plant height generative",0.476775
"Halifax",1,"Festuca rubra",1,"Plant height vegetative",0.3985736
"Halifax",1,"Festuca rubra",1,"Root/shoot ratio",2.23443429074811
"Halifax",1,"Festuca rubra",1,"Seed number per inflorescence (total, fertile, infertile)",7.2
"Halifax",1,"Festuca rubra",1,"Stem diameter",8e-04
"Halifax",1,"Fragaria virginiana",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",17.3763455408998
"Halifax",1,"Fragaria virginiana",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",13.4088364330266
"Halifax",1,"Fragaria virginiana",4,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.46195683643
"Halifax",1,"Fragaria virginiana",4,"Leaf thickness",0.186266666666667
"Halifax",1,"Fragaria virginiana",4,"Plant height vegetative",0.121502380952381
"Halifax",1,"Fragaria virginiana",4,"Stem diameter",0.0011
"Halifax",1,"Frangula alnus",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",23.2445416690137
"Halifax",1,"Frangula alnus",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",21.6880728073795
"Halifax",1,"Frangula alnus",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",21.360795878907
"Halifax",1,"Frangula alnus",5,"Leaf petiole length",0.92
"Halifax",1,"Frangula alnus",5,"Leaf thickness",0.112783333333333
"Halifax",1,"Frangula alnus",5,"Plant biomass and allometry: Seed number per plant",450
"Halifax",1,"Frangula alnus",5,"Plant height generative",2.92857142857143
"Halifax",1,"Frangula alnus",5,"Plant height vegetative",4.07785714285714
"Halifax",1,"Frangula alnus",5,"Seed number per flower",3
"Halifax",1,"Frangula alnus",5,"Seed number per inflorescence (total, fertile, infertile)",3
"Halifax",1,"Fraxinus americana",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",37.77025490059
"Halifax",1,"Fraxinus americana",5,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",30.0155112951811
