"","AccSpeciesID","Genus","Species","ObsNum","ObsGRNum","MeasNum","MeasGRNum","TraitNum","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9"
"253825",376669,"Riedelia","brachybotrys","1","1","1","","","","","","","","","",NA,NA,NA
"253826",376670,"Riedelia","branderhorstii","1","1","1","","","","","","","","","",NA,NA,NA
"253827",376671,"Riedelia","capillidens","1","1","1","","","","","","","","","",NA,NA,NA
"253828",376672,"Riedelia","charontis","1","1","1","","","","","","","","","",NA,NA,NA
"253829",376673,"Riedelia","corallina","1","1","1","","","","","","","","","",NA,NA,NA
"253830",376674,"Riedelia","cordylinoides","1","1","1","","","","","","","","","",NA,NA,NA
"253831",376675,"Riedelia","curcumoidea","1","1","1","","","","","","","","","",NA,NA,NA
"253832",376676,"Riedelia","curviflora","1","1","1","","","","","","","","","",NA,NA,NA
"253833",376677,"Riedelia","decurva","1","1","1","","","","","","","","","",NA,NA,NA
"253834",376678,"Riedelia","dolichopteron","1","1","1","","","","","","","","","",NA,NA,NA
"253835",376679,"Riedelia","epiphytica","1","1","1","","","","","","","","","",NA,NA,NA
"253836",376680,"Riedelia","erecta","1","1","1","","","","","","","","","",NA,NA,NA
"253837",376681,"Riedelia","eupteron","1","1","1","","","","","","","","","",NA,NA,NA
"253838",376682,"Riedelia","exalata","1","1","1","","","","","","","","","",NA,NA,NA
"253839",376683,"Riedelia","ferruginea","1","1","1","","","","","","","","","",NA,NA,NA
"253840",376684,"Riedelia","flava","1","1","1","","","","","","","","","",NA,NA,NA
"253841",376685,"Riedelia","fulgens","1","1","1","","","","","","","","","",NA,NA,NA
"253842",376686,"Riedelia","geanthus","1","1","1","","","","","","","","","",NA,NA,NA
"253843",376687,"Riedelia","geluensis","1","1","1","","","","","","","","","",NA,NA,NA
"253844",376688,"Riedelia","geminiflora","1","1","1","","","","","","","","","",NA,NA,NA
"253845",376689,"Riedelia","graminea","1","1","1","","","","","","","","","",NA,NA,NA
"253846",376690,"Riedelia","grandiligula","1","1","1","","","","","","","","","",NA,NA,NA
"253847",376691,"Riedelia","hirtella","1","1","1","","","","","","","","","",NA,NA,NA
"253848",376692,"Riedelia","hollandiae","1","1","1","","","","","","","","","",NA,NA,NA
"253849",376693,"Riedelia","insignis","1","1","1","","","","","","","","","",NA,NA,NA
"253850",376694,"Riedelia","klossii","1","1","1","","","","","","","","","",NA,NA,NA
"253851",376695,"Riedelia","lanata","1","1","1","","","","","","","","","",NA,NA,NA
"253852",376696,"Riedelia","lanatiligulata","1","1","1","","","","","","","","","",NA,NA,NA
"253853",376697,"Riedelia","latiligula","1","1","1","","","","","","","","","",NA,NA,NA
"253854",376698,"Riedelia","ligulata","1","1","1","","","","","","","","","",NA,NA,NA
"253855",376699,"Riedelia","longifolia","1","1","1","","","","","","","","","",NA,NA,NA
"253856",376700,"Riedelia","longirostra","1","1","1","","","","","","","","","",NA,NA,NA
"253857",376701,"Riedelia","longisepala","1","1","1","","","","","","","","","",NA,NA,NA
"253858",376702,"Riedelia","macranthoides","1","1","1","","","","","","","","","",NA,NA,NA
"253859",376703,"Riedelia","macrothyrsa","1","1","1","","","","","","","","","",NA,NA,NA
"253860",376704,"Riedelia","maculata","1","1","1","","","","","","","","","",NA,NA,NA
"253861",376705,"Riedelia","marafungensis","1","1","1","","","","","","","","","",NA,NA,NA
"253862",376706,"Riedelia","maxima","1","1","1","","","","","","","","","",NA,NA,NA
"253863",376707,"Riedelia","microbotrya","1","1","1","","","","","","","","","",NA,NA,NA
"253864",376708,"Riedelia","minor","1","1","1","","","","","","","","","",NA,NA,NA
"253865",376709,"Riedelia","monophylla","1","1","1","","","","","","","","","",NA,NA,NA
"253866",376710,"Riedelia","montana","1","1","1","","","","","","","","","",NA,NA,NA
"253867",376711,"Riedelia","monticola","1","1","1","","","","","","","","","",NA,NA,NA
"253868",376712,"Riedelia","nymanii","1","1","1","","","","","","","","","",NA,NA,NA
"253869",376713,"Riedelia","orchioides","1","1","1","","","","","","","","","",NA,NA,NA
"253870",376714,"Riedelia","paniculata","1","1","1","","","","","","","","","",NA,NA,NA
"253871",376715,"Riedelia","plectophylla","1","1","1","","","","","","","","","",NA,NA,NA
"253872",376716,"Riedelia","pterocalyx","1","1","1","","","","","","","","","",NA,NA,NA
"253873",376717,"Riedelia","pulcherrima","1","1","1","","","","","","","","","",NA,NA,NA
"253874",376718,"Riedelia","purpurata","1","1","1","","","","","","","","","",NA,NA,NA
"253875",376719,"Riedelia","rigidocalyx","1","1","1","","","","","","","","","",NA,NA,NA
"253876",376720,"Riedelia","robusta","1","1","1","","","","","","","","","",NA,NA,NA
"253877",376721,"Riedelia","rosacea","1","1","1","","","","","","","","","",NA,NA,NA
"253878",376722,"Riedelia","schlechteri","1","1","1","","","","","","","","","",NA,NA,NA
"253879",376723,"Riedelia","sessilanthera","1","1","1","","","","","","","","","",NA,NA,NA
"253880",376724,"Riedelia","stricta","1","1","1","","","","","","","","","",NA,NA,NA
"253881",376725,"Riedelia","subalpina","1","1","1","","","","","","","","","",NA,NA,NA
"253882",376726,"Riedelia","suborbicularis","1","1","1","","","","","","","","","",NA,NA,NA
"253883",376727,"Riedelia","subulocalyx","1","1","1","","","","","","","","","",NA,NA,NA
"253884",376728,"Riedelia","tenuifolia","1","1","1","","","","","","","","","",NA,NA,NA
"253885",376729,"Riedelia","triciliata","1","1","1","","","","","","","","","",NA,NA,NA
"253886",376730,"Riedelia","umbellata","1","1","1","","","","","","","","","",NA,NA,NA
"253887",376731,"Riedelia","urceolata","1","1","1","","","","","","","","","",NA,NA,NA
"253888",376732,"Riedelia","whitei","1","1","1","","","","","","","","","",NA,NA,NA
"253889",376733,"Riedelia","wollastonii","1","1","1","","","","","","","","","",NA,NA,NA
"253890",376734,"Riedeliella","magalhaesii","1","1","1","","","","","","","","","",NA,NA,NA
"253891",376735,"Riedeliella","sessiliflora","1","1","1","","","","","","","","","",NA,NA,NA
"253892",376736,"Riella","affinis","1","1","1","","","","","","","","","",NA,NA,NA
"253893",376737,"Riella","americana","1","1","1","","","","","","","","","",NA,NA,NA
"253894",376738,"Rigiopappus","1","1","1","","","","","","","","","","",NA,NA,NA
"253895",376739,"Rimelia","cetrata","1","1","1","","","","","","","","","",NA,NA,NA
"253896",376740,"Rimelia","commensurata","1","1","1","","","","","","","","","",NA,NA,NA
"253897",376741,"Rimelia","diffractaica","1","1","1","","","","","","","","","",NA,NA,NA
"253898",376742,"Rimelia","reticulata","1","1","1","","","","","","","","","",NA,NA,NA
"253899",376743,"Rimelia","simulans","1","1","1","","","","","","","","","",NA,NA,NA
"253900",376744,"Rimelia","subisidiosa","1","1","1","","","","","","","","","",NA,NA,NA
"253901",376745,"Rimeliella","conferenda","1","1","1","","","","","","","","","",NA,NA,NA
"253902",376746,"Rimeliella","neotropica","1","1","1","","","","","","","","","",NA,NA,NA
"253903",376747,"Rimeliella","subsumpta","1","1","1","","","","","","","","","",NA,NA,NA
"253904",376748,"Rimeliella","subtinctoria","1","1","1","","","","","","","","","",NA,NA,NA
"253905",376749,"Rimularia","badioatra","1","1","1","","","","","","","","","",NA,NA,NA
"253906",376750,"Rimularia","caeca","1","1","1","","","","","","","","","",NA,NA,NA
"253907",376751,"Rimularia","furvella","1","1","1","","","","","","","","","",NA,NA,NA
"253908",376752,"Rimularia","gibbosa","1","1","1","","","","","","","","","",NA,NA,NA
"253909",376753,"Rimularia","gyrizans","1","1","1","","","","","","","","","",NA,NA,NA
"253910",376754,"Rimularia","impavida","1","1","1","","","","","","","","","",NA,NA,NA
"253911",376755,"Rimularia","insularis","1","1","1","","","","","","","","","",NA,NA,NA
"253912",376756,"Rimularia","limborina","1","1","1","","","","","","","","","",NA,NA,NA
"253913",376757,"Rimularia","sphacelata","1","1","1","","","","","","","","","",NA,NA,NA
"253914",376758,"Rindera","graeca","2","2","2","","","","","","","","","",NA,NA,NA
"253915",376759,"Rinereocarpus","uleii","69","69","925","925","16","","","","","","","",NA,NA,NA
"253916",376760,"Rinodina","adirondackii","1","1","1","","","","","","","","","",NA,NA,NA
"253917",376761,"Rinodina","americana","1","1","1","","","","","","","","","",NA,NA,NA
"253918",376762,"Rinodina","annulata","1","1","1","","","","","","","","","",NA,NA,NA
"253919",376763,"Rinodina","applanata","1","1","1","","","","","","","","","",NA,NA,NA
"253920",376764,"Rinodina","archaea","1","1","1","","","","","","","","","",NA,NA,NA
"253921",376765,"Rinodina","arctica","1","1","1","","","","","","","","","",NA,NA,NA
"253922",376766,"Rinodina","ascociscana","1","1","1","","","","","","","","","",NA,NA,NA
"253923",376767,"Rinodina","athallina","1","1","1","","","","","","","","","",NA,NA,NA
"253924",376768,"Rinodina","bischoffii","1","1","1","","","","","","","","","",NA,NA,NA
"253925",376769,"Rinodina","bolanderi","1","1","1","","","","","","","","","",NA,NA,NA
"253926",376770,"Rinodina","bolodes","1","1","1","","","","","","","","","",NA,NA,NA
"253927",376771,"Rinodina","brouardii","1","1","1","","","","","","","","","",NA,NA,NA
"253928",376772,"Rinodina","cacuminum","1","1","1","","","","","","","","","",NA,NA,NA
"253929",376773,"Rinodina","calcigena","1","1","1","","","","","","","","","",NA,NA,NA
"253930",376774,"Rinodina","castaneomela","1","1","1","","","","","","","","","",NA,NA,NA
"253931",376775,"Rinodina","castaneomelodes","1","1","1","","","","","","","","","",NA,NA,NA
"253932",376776,"Rinodina","chrysomelaena","1","1","1","","","","","","","","","",NA,NA,NA
"253933",376777,"Rinodina","cinereovirens","1","1","1","","","","","","","","","",NA,NA,NA
"253934",376778,"Rinodina","colobina","1","1","1","","","","","","","","","",NA,NA,NA
"253935",376779,"Rinodina","colobinoides","1","1","1","","","","","","","","","",NA,NA,NA
"253936",376780,"Rinodina","coloradiana","1","1","1","","","","","","","","","",NA,NA,NA
"253937",376781,"Rinodina","confragosa","1","1","1","","","","","","","","","",NA,NA,NA
"253938",376782,"Rinodina","conradii","1","1","1","","","","","","","","","",NA,NA,NA
"253939",376783,"Rinodina","constrictula","1","1","1","","","","","","","","","",NA,NA,NA
"253940",376784,"Rinodina","corticola","1","1","1","","","","","","","","","",NA,NA,NA
"253941",376785,"Rinodina","darrowii","1","1","1","","","","","","","","","",NA,NA,NA
"253942",376786,"Rinodina","degeliana","1","1","1","","","","","","","","","",NA,NA,NA
"253943",376787,"Rinodina","destituta","1","1","1","","","","","","","","","",NA,NA,NA
"253944",376788,"Rinodina","dirinoides","1","1","1","","","","","","","","","",NA,NA,NA
"253945",376789,"Rinodina","disjuncta","1","1","1","","","","","","","","","",NA,NA,NA
"253946",376790,"Rinodina","efflorescens","1","1","1","","","","","","","","","",NA,NA,NA
"253947",376791,"Rinodina","endophragmia","1","1","1","","","","","","","","","",NA,NA,NA
"253948",376792,"Rinodina","excrescens","1","1","1","","","","","","","","","",NA,NA,NA
"253949",376793,"Rinodina","exigua","1","1","1","","","","","","","","","",NA,NA,NA
"253950",376794,"Rinodina","gennarii","1","1","1","","","","","","","","","",NA,NA,NA
"253951",376795,"Rinodina","glauca","1","1","1","","","","","","","","","",NA,NA,NA
"253952",376796,"Rinodina","granulans","1","1","1","","","","","","","","","",NA,NA,NA
"253953",376797,"Rinodina","granuligera","1","1","1","","","","","","","","","",NA,NA,NA
"253954",376798,"Rinodina","griseosoralifera","1","1","1","","","","","","","","","",NA,NA,NA
"253955",376799,"Rinodina","halei","1","1","1","","","","","","","","","",NA,NA,NA
"253956",376800,"Rinodina","hallii","1","1","1","","","","","","","","","",NA,NA,NA
"253957",376801,"Rinodina","herrei","1","1","1","","","","","","","","","",NA,NA,NA
"253958",376802,"Rinodina","hyperborea","1","1","1","","","","","","","","","",NA,NA,NA
"253959",376803,"Rinodina","interpolata","1","1","1","","","","","","","","","",NA,NA,NA
"253960",376804,"Rinodina","iowensis","1","1","1","","","","","","","","","",NA,NA,NA
"253961",376805,"Rinodina","kentuckyensis","1","1","1","","","","","","","","","",NA,NA,NA
"253962",376806,"Rinodina","laevigata","1","1","1","","","","","","","","","",NA,NA,NA
"253963",376807,"Rinodina","lecanoides","1","1","1","","","","","","","","","",NA,NA,NA
"253964",376808,"Rinodina","lecanorina","1","1","1","","","","","","","","","",NA,NA,NA
"253965",376809,"Rinodina","lecideoides","1","1","1","","","","","","","","","",NA,NA,NA
"253966",376810,"Rinodina","lepida","1","1","1","","","","","","","","","",NA,NA,NA
"253967",376811,"Rinodina","luridata","1","1","1","","","","","","","","","",NA,NA,NA
"253968",376812,"Rinodina","lycopodiicola","1","1","1","","","","","","","","","",NA,NA,NA
"253969",376813,"Rinodina","marysvillensis","1","1","1","","","","","","","","","",NA,NA,NA
"253970",376814,"Rinodina","metaboliza","1","1","1","","","","","","","","","",NA,NA,NA
"253971",376815,"Rinodina","milvina","1","1","1","","","","","","","","","",NA,NA,NA
"253972",376816,"Rinodina","minutissima","1","1","1","","","","","","","","","",NA,NA,NA
"253973",376817,"Rinodina","mniaraea","1","1","1","","","","","","","","","",NA,NA,NA
"253974",376818,"Rinodina","mniaroeiza","1","1","1","","","","","","","","","",NA,NA,NA
"253975",376819,"Rinodina","mucronatula","1","1","1","","","","","","","","","",NA,NA,NA
"253976",376820,"Rinodina","ochrocea","1","1","1","","","","","","","","","",NA,NA,NA
"253977",376821,"Rinodina","olivaceobrunnea","1","1","1","","","","","","","","","",NA,NA,NA
"253978",376822,"Rinodina","oregana","1","1","1","","","","","","","","","",NA,NA,NA
"253979",376823,"Rinodina","oxydata","1","1","1","","","","","","","","","",NA,NA,NA
"253980",376824,"Rinodina","pachysperma","1","1","1","","","","","","","","","",NA,NA,NA
"253981",376825,"Rinodina","papillata","1","1","1","","","","","","","","","",NA,NA,NA
"253982",376826,"Rinodina","parasitica","1","1","1","","","","","","","","","",NA,NA,NA
"253983",376827,"Rinodina","polyspora","1","1","1","","","","","","","","","",NA,NA,NA
"253984",376828,"Rinodina","populicola","1","1","1","","","","","","","","","",NA,NA,NA
"253985",376829,"Rinodina","pyrina","1","1","1","","","","","","","","","",NA,NA,NA
"253986",376830,"Rinodina","roscida","1","1","1","","","","","","","","","",NA,NA,NA
"253987",376831,"Rinodina","santae-monicae","1","1","1","","","","","","","","","",NA,NA,NA
"253988",376832,"Rinodina","septentrionalis","1","1","1","","","","","","","","","",NA,NA,NA
"253989",376833,"Rinodina","sheardii","1","1","1","","","","","","","","","",NA,NA,NA
"253990",376834,"Rinodina","silicicola","1","1","1","","","","","","","","","",NA,NA,NA
"253991",376835,"Rinodina","stictica","1","1","1","","","","","","","","","",NA,NA,NA
"253992",376836,"Rinodina","subminuta","1","1","1","","","","","","","","","",NA,NA,NA
"253993",376837,"Rinodina","subsophodes","1","1","1","","","","","","","","","",NA,NA,NA
"253994",376838,"Rinodina","tephraspis","1","1","1","","","","","","","","","",NA,NA,NA
"253995",376839,"Rinodina","thomsonii","1","1","1","","","","","","","","","",NA,NA,NA
"253996",376840,"Rinodina","turfacea","1","1","1","","","","","","","","","",NA,NA,NA
"253997",376841,"Rinodina","vegasii","1","1","1","","","","","","","","","",NA,NA,NA
"253998",376842,"Rinodina","willeyii","1","1","1","","","","","","","","","",NA,NA,NA
"253999",376843,"Rinodina","zwackhiana","1","1","1","","","","","","","","","",NA,NA,NA
"254000",376844,"Rinorea","abbreviata","1","1","1","","","","","","","","","",NA,NA,NA
"254001",376845,"Rinorea","adnata","1","1","1","","","","","","","","","",NA,NA,NA
"254002",376846,"Rinorea","aff.apiculata","1","1","1","","","","","","","","","",NA,NA,NA
"254003",376847,"Rinorea","afzelii","1","1","1","","","","","","","","","",NA,NA,NA
"254004",376848,"Rinorea","albidiflora","2","2","2","","","","","","","","","",NA,NA,NA
"254005",376849,"Rinorea","amietii","1","1","1","","","","","","","","","",NA,NA,NA
"254006",376850,"Rinorea","antioquiensis","2","2","2","","","","","","","","","",NA,NA,NA
"254007",376851,"Rinorea","apertior","1","1","1","","","","","","","","","",NA,NA,NA
"254008",376852,"Rinorea","arenicola","1","1","1","","","","","","","","","",NA,NA,NA
"254009",376853,"Rinorea","bahiensis","2","2","2","","","","","","","","","",NA,NA,NA
"254010",376854,"Rinorea","batesii","1","1","1","","","","","","","","","",NA,NA,NA
"254011",376855,"Rinorea","beniensis","1","1","1","","","","","","","","","",NA,NA,NA
"254012",376856,"Rinorea","bicornuta","2","2","2","","","","","","","","","",NA,NA,NA
"254013",376857,"Rinorea","boissieui","2","2","2","","","","","","","","","",NA,NA,NA
"254014",376858,"Rinorea","breteleri","1","1","1","","","","","","","","","",NA,NA,NA
"254015",376859,"Rinorea","bullata","1","1","1","","","","","","","","","",NA,NA,NA
"254016",376860,"Rinorea","calcicola","1","1","1","","","","","","","","","",NA,NA,NA
"254017",376861,"Rinorea","campo","1","1","1","","","","","","","","","",NA,NA,NA
"254018",376862,"Rinorea","campoensis","2","2","2","","","","","","","","","",NA,NA,NA
"254019",376863,"Rinorea","camptoneura","2","2","2","","","","","","","","","",NA,NA,NA
"254020",376864,"Rinorea","caudata","1","1","1","","","","","","","","","",NA,NA,NA
"254021",376865,"Rinorea","cauliflora","1","1","1","","","","","","","","","",NA,NA,NA
"254022",376866,"Rinorea","cerasifolia","1","1","1","","","","","","","","","",NA,NA,NA
"254023",376867,"Rinorea","chevalieri","2","2","2","","","","","","","","","",NA,NA,NA
"254024",376868,"Rinorea","comosa","1","1","1","","","","","","","","","",NA,NA,NA
"254025",376869,"Rinorea","comperei","1","1","1","","","","","","","","","",NA,NA,NA
"254026",376870,"Rinorea","condensa","1","1","1","","","","","","","","","",NA,NA,NA
"254027",376871,"Rinorea","convallariiflora","1","1","1","","","","","","","","","",NA,NA,NA
"254028",376872,"Rinorea","cordata","2","2","2","","","","","","","","","",NA,NA,NA
"254029",376873,"Rinorea","cornigera","1","1","1","","","","","","","","","",NA,NA,NA
"254030",376874,"Rinorea","crassifolia","1","1","1","","","","","","","","","",NA,NA,NA
"254031",376875,"Rinorea","curtirama","1","1","1","","","","","","","","","",NA,NA,NA
"254032",376876,"Rinorea","dentata","18","18","14","","","","","","","","","",NA,NA,NA
"254033",376877,"Rinorea","dewildei","1","1","1","","","","","","","","","",NA,NA,NA
"254034",376878,"Rinorea","dewitii","1","1","1","","","","","","","","","",NA,NA,NA
"254035",376879,"Rinorea","djalonensis","1","1","1","","","","","","","","","",NA,NA,NA
"254036",376880,"Rinorea","domatiosa","2","2","2","","","","","","","","","",NA,NA,NA
"254037",376881,"Rinorea","dubia","1","1","1","","","","","","","","","",NA,NA,NA
"254038",376882,"Rinorea","ebolowensis","1","1","1","","","","","","","","","",NA,NA,NA
"254039",376883,"Rinorea","echinocarpa","1","1","1","","","","","","","","","",NA,NA,NA
"254040",376884,"Rinorea","elliotii","1","1","1","","","","","","","","","",NA,NA,NA
"254041",376885,"Rinorea","endotricha","1","1","1","","","","","","","","","",NA,NA,NA
"254042",376886,"Rinorea","engleriana","1","1","1","","","","","","","","","",NA,NA,NA
"254043",376887,"Rinorea","erianthera","2","2","2","","","","","","","","","",NA,NA,NA
"254044",376888,"Rinorea","fasciculata","1","1","1","","","","","","","","","",NA,NA,NA
"254045",376889,"Rinorea","friisii","1","1","1","","","","","","","","","",NA,NA,NA
"254046",376890,"Rinorea","gilletii","1","1","1","","","","","","","","","",NA,NA,NA
"254047",376891,"Rinorea","gracilipes","1","1","1","","","","","","","","","",NA,NA,NA
"254048",376892,"Rinorea","haughtii","2","2","2","","","","","","","","","",NA,NA,NA
"254049",376893,"Rinorea","hookeriana","1","1","1","","","","","","","","","",NA,NA,NA
"254050",376894,"Rinorea","horneri","2","2","2","","","","","","","","","",NA,NA,NA
"254051",376895,"Rinorea","hymenosepala","1","1","1","","","","","","","","","",NA,NA,NA
"254052",376896,"Rinorea","insularis","2","2","2","","","","","","","","","",NA,NA,NA
"254053",376897,"Rinorea","javanica","1","1","1","","","","","","","","","",NA,NA,NA
"254054",376898,"Rinorea","johnstonii","1","1","1","","","","","","","","","",NA,NA,NA
"254055",376899,"Rinorea","kamerunensis","2","2","2","","","","","","","","","",NA,NA,NA
"254056",376900,"Rinorea","kemoensis","1","1","1","","","","","","","","","",NA,NA,NA
"254057",376901,"Rinorea","kibbiensis","1","1","1","","","","","","","","","",NA,NA,NA
"254058",376902,"Rinorea","kisavuensis","1","1","1","","","","","","","","","",NA,NA,NA
"254059",376903,"Rinorea","laevigata","2","2","2","","","","","","","","","",NA,NA,NA
"254060",376904,"Rinorea","latibracteata","1","1","1","","","","","","","","","",NA,NA,NA
"254061",376905,"Rinorea","laurentii","1","1","1","","","","","","","","","",NA,NA,NA
"254062",376906,"Rinorea","laurifolia","2","2","2","","","","","","","","","",NA,NA,NA
"254063",376907,"Rinorea","ledermannii","1","1","1","","","","","","","","","",NA,NA,NA
"254064",376908,"Rinorea","leiophylla","1","1","1","","","","","","","","","",NA,NA,NA
"254065",376909,"Rinorea","lepidobotrys","2","2","2","","","","","","","","","",NA,NA,NA
"254066",376910,"Rinorea","liberica","1","1","1","","","","","","","","","",NA,NA,NA
"254067",376911,"Rinorea","longicuspis","2","2","2","","","","","","","","","",NA,NA,NA
"254068",376912,"Rinorea","longifolia","1","1","1","","","","","","","","","",NA,NA,NA
"254069",376913,"Rinorea","longisepala","1","1","1","","","","","","","","","",NA,NA,NA
"254070",376914,"Rinorea","longistipulata","2","2","2","","","","","","","","","",NA,NA,NA
"254071",376915,"Rinorea","macrophylla","1","1","1","","","","","","","","","",NA,NA,NA
"254072",376916,"Rinorea","marginata","2","2","2","","","","","","","","","",NA,NA,NA
"254073",376917,"Rinorea","maximiliani","1","1","1","","","","","","","","","",NA,NA,NA
"254074",376918,"Rinorea","mayumbensis","1","1","1","","","","","","","","","",NA,NA,NA
"254075",376919,"Rinorea","melanodonta","2","2","2","","","","","","","","","",NA,NA,NA
"254076",376920,"Rinorea","mezilii","1","1","1","","","","","","","","","",NA,NA,NA
"254077",376921,"Rinorea","microdon","1","1","1","","","","","","","","","",NA,NA,NA
"254078",376922,"Rinorea","microglossa","1","1","1","","","","","","","","","",NA,NA,NA
"254079",376923,"Rinorea","oblongifolia","25","4","83","62","32","","","","","","","",NA,NA,NA
"254080",376924,"Rinorea","oliveri","1","1","1","","","","","","","","","",NA,NA,NA
"254081",376925,"Rinorea","oppositifolia","1","1","1","","","","","","","","","",NA,NA,NA
"254082",376926,"Rinorea","oraria","1","1","1","","","","","","","","","",NA,NA,NA
"254083",376927,"Rinorea","ovalifolia","10","10","3","","","","","","","","","",NA,NA,NA
"254084",376928,"Rinorea","ovata","1","1","1","","","","","","","","","",NA,NA,NA
"254085",376929,"Rinorea","pachycarpa","1","1","1","","","","","","","","","",NA,NA,NA
"254086",376930,"Rinorea","prasina","1","1","1","","","","","","","","","",NA,NA,NA
"254087",376931,"Rinorea","preussii","1","1","1","","","","","","","","","",NA,NA,NA
"254088",376932,"Rinorea","ramiziana","2","2","2","","","","","","","","","",NA,NA,NA
"254089",376933,"Rinorea","raymondiana","1","1","1","","","","","","","","","",NA,NA,NA
"254090",376934,"Rinorea","rubra","1","1","1","","","","","","","","","",NA,NA,NA
"254091",376935,"Rinorea","rudolphiana","1","1","1","","","","","","","","","",NA,NA,NA
"254092",376936,"Rinorea","salomonensis","1","1","1","","","","","","","","","",NA,NA,NA
"254093",376937,"Rinorea","sapinii","1","1","1","","","","","","","","","",NA,NA,NA
"254094",376938,"Rinorea","scheffleri","1","1","1","","","","","","","","","",NA,NA,NA
"254095",376939,"Rinorea","sciaphila","1","1","1","","","","","","","","","",NA,NA,NA
"254096",376940,"Rinorea","sclerocarpa","2","2","2","","","","","","","","","",NA,NA,NA
"254097",376941,"Rinorea","scorpioidea","1","1","1","","","","","","","","","",NA,NA,NA
"254098",376942,"Rinorea","scortechinii","1","1","1","","","","","","","","","",NA,NA,NA
"254099",376943,"Rinorea","seleensis","1","1","1","","","","","","","","","",NA,NA,NA
"254100",376944,"Rinorea","sessilis","1","1","1","","","","","","","","","",NA,NA,NA
"254101",376945,"Rinorea","simoneae","1","1","1","","","","","","","","","",NA,NA,NA
"254102",376946,"Rinorea","sinuata","1","1","1","","","","","","","","","",NA,NA,NA
"254103",376947,"Rinorea","soyauxii","1","1","1","","","","","","","","","",NA,NA,NA
"254104",376948,"Rinorea","sprucei","3","3","2","","","","","","","","","",NA,NA,NA
"254105",376949,"Rinorea","squamosa","2","2","2","","","","","","","","","",NA,NA,NA
"254106",376950,"Rinorea","stipulata","1","1","1","","","","","","","","","",NA,NA,NA
"254107",376951,"Rinorea","subauriculata","1","1","1","","","","","","","","","",NA,NA,NA
"254108",376952,"Rinorea","subglandulosa","1","1","1","","","","","","","","","",NA,NA,NA
"254109",376953,"Rinorea","subintegrifolia","2","2","2","","","","","","","","","",NA,NA,NA
"254110",376954,"Rinorea","subsessilis","16","16","13","","","","","","","","","",NA,NA,NA
"254111",376955,"Rinorea","talbotii","1","1","1","","","","","","","","","",NA,NA,NA
"254112",376956,"Rinorea","thomasii","1","1","1","","","","","","","","","",NA,NA,NA
"254113",376957,"Rinorea","thomensis","2","2","2","","","","","","","","","",NA,NA,NA
"254114",376958,"Rinorea","tortuosa","1","1","1","","","","","","","","","",NA,NA,NA
"254115",376959,"Rinorea","tshingandaensis","1","1","1","","","","","","","","","",NA,NA,NA
"254116",376960,"Rinorea","umbricola","1","1","1","","","","","","","","","",NA,NA,NA
"254117",376961,"Rinorea","uniflora","1","1","1","","","","","","","","","",NA,NA,NA
"254118",376962,"Rinorea","urschii","1","1","1","","","","","","","","","",NA,NA,NA
"254119",376963,"Rinorea","uxpanapana","1","1","1","","","","","","","","","",NA,NA,NA
"254120",376964,"Rinorea","vaupesana","2","2","2","","","","","","","","","",NA,NA,NA
"254121",376965,"Rinorea","verrucosa","1","1","1","","","","","","","","","",NA,NA,NA
"254122",376966,"Rinorea","villosiflora","2","2","2","","","","","","","","","",NA,NA,NA
"254123",376967,"Rinorea","violacea","1","1","1","","","","","","","","","",NA,NA,NA
"254124",376968,"Rinorea","virgata","1","1","1","","","","","","","","","",NA,NA,NA
"254125",376969,"Rinorea","wagemansii","1","1","1","","","","","","","","","",NA,NA,NA
"254126",376970,"Rinorea","woermanniana","1","1","1","","","","","","","","","",NA,NA,NA
"254127",376971,"Rinorea","yaundensis","1","1","1","","","","","","","","","",NA,NA,NA
"254128",376972,"Rinorea","zanagensis","1","1","1","","","","","","","","","",NA,NA,NA
"254129",376973,"Rinorea","zenkeri","1","1","1","","","","","","","","","",NA,NA,NA
"254130",376974,"Rinorea","zygomorpha","2","2","2","","","","","","","","","",NA,NA,NA
"254131",376975,"Rinzia","affinis","2","2","2","","","","","","","","","",NA,NA,NA
"254132",376976,"Rinzia","carnosa","2","2","2","","","","","","","","","",NA,NA,NA
"254133",376977,"Rinzia","communis","2","2","2","","","","","","","","","",NA,NA,NA
"254134",376978,"Rinzia","crassifolia","2","2","2","","","","","","","","","",NA,NA,NA
"254135",376979,"Rinzia","longifolia","2","2","2","","","","","","","","","",NA,NA,NA
"254136",376980,"Rinzia","morrisonii","2","2","2","","","","","","","","","",NA,NA,NA
"254137",376981,"Rinzia","oxycoccoides","2","2","2","","","","","","","","","",NA,NA,NA
"254138",376982,"Rinzia","rubra","2","2","2","","","","","","","","","",NA,NA,NA
"254139",376983,"Rinzia","schollerifolia","2","2","2","","","","","","","","","",NA,NA,NA
"254140",376984,"Rinzia","sessilis","2","2","2","","","","","","","","","",NA,NA,NA
"254141",376985,"Riocreuxia","aberrans","2","2","2","","","","","","","","","",NA,NA,NA
"254142",376986,"Riodocea","pulcherrima","2","2","2","","","","","","","","","",NA,NA,NA
"254143",376987,"Risleya","atropurpurea","2","2","2","","","","","","","","","",NA,NA,NA
"254144",376988,"Ristantia","waterhousei","1","1","1","","","","","","","","","",NA,NA,NA
